Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,No,Travel_Rarely,102,Research & Development,15,3,Life Sciences,1,847,2,Male,58,2,2,Research Scientist,2,Divorced,4218,7748,4,Y,Yes,23,3,4,80,1,8,4,3,1,1,1,1
26,No,Travel_Frequently,976,Research & Development,1,3,Technical Degree,1,848,2,Male,61,4,2,Manufacturing Director,4,Single,4712,14826,2,Y,No,19,4,3,80,0,22,3,3,7,7,7,7
36,No,Travel_Rarely,1022,Sales,7,1,Other,1,849,4,Male,92,3,2,Sales Representative,4,Married,3880,11579,3,Y,No,20,3,2,80,2,8,4,3,6,6,6,6
27,No,Travel_Frequently,1340,Sales,5,1,Marketing,1,850,4,Male,46,3,1,Sales Representative,3,Single,2761,11690,5,Y,Yes,18,3,3,80,0,24,4,3,12,9,12,12
32,No,Non-Travel,1087,Research & Development,16,3,Life Sciences,1,851,4,Female,59,3,3,Manufacturing Director,3,Single,7820,15447,4,Y,No,21,3,3,80,0,6,1,3,1,1,1,1
50,No,Travel_Rarely,1039,Research & Development,24,3,Technical Degree,1,852,2,Female,74,3,4,Research Director,4,Married,13283,19987,6,Y,Yes,19,3,4,80,1,6,1,3,5,5,4,5
28,No,Travel_Rarely,1361,Human Resources,2,2,Technical Degree,1,853,3,Male,83,3,1,Human Resources,4,Married,2694,4389,3,Y,No,18,3,3,80,0,32,2,3,26,17,14,11
42,Yes,Travel_Rarely,1197,Human Resources,11,3,Life Sciences,1,854,2,Female,52,4,1,Human Resources,2,Single,3279,22966,5,Y,No,21,3,2,80,2,18,1,3,0,0,0,0
33,No,Travel_Rarely,871,Sales,22,1,Life Sciences,1,855,4,Male,35,3,3,Sales Executive,1,Married,8560,12271,0,Y,Yes,14,3,3,80,1,21,2,1,3,1,0,3
40,No,Travel_Rarely,758,Research & Development,21,2,Life Sciences,1,856,3,Male,83,4,5,Manager,1,Single,15506,21781,2,Y,Yes,11,3,3,80,1,18,3,4,9,9,9,8
27,No,Travel_Rarely,125,Sales,19,1,Medical,1,857,3,Male,39,3,3,Sales Executive,2,Married,6003,23502,4,Y,No,25,3,1,80,2,30,1,3,16,4,11,11
46,No,Travel_Rarely,1251,Research & Development,3,4,Life Sciences,1,858,4,Male,93,1,2,Research Scientist,3,Single,4397,4671,1,Y,No,20,3,3,80,0,16,3,4,5,5,5,5
41,No,Travel_Rarely,1266,Research & Development,17,2,Medical,1,859,3,Male,83,3,2,Research Scientist,4,Married,5766,13059,2,Y,No,21,3,3,80,0,2,2,3,1,1,1,1
43,No,Travel_Rarely,667,Research & Development,3,3,Life Sciences,1,860,4,Female,97,1,1,Laboratory Technician,4,Single,3464,10770,0,Y,No,19,4,1,80,1,4,5,2,4,4,4,2
34,No,Travel_Rarely,1231,Research & Development,6,3,Medical,1,861,4,Male,69,4,2,Manufacturing Director,3,Married,5878,26426,3,Y,No,12,3,3,80,1,2,1,3,2,2,2,2
38,No,Travel_Rarely,1499,Sales,15,1,Life Sciences,1,862,3,Male,92,3,3,Sales Executive,3,Single,8992,5166,2,Y,No,25,3,4,80,2,24,3,4,9,0,1,9
41,No,Travel_Rarely,696,Research & Development,14,3,Life Sciences,1,863,2,Male,51,4,2,Manufacturing Director,1,Married,4330,13553,1,Y,No,16,3,3,80,1,8,0,3,1,1,1,1
37,No,Non-Travel,778,Research & Development,6,4,Life Sciences,1,864,2,Male,88,3,3,Manufacturing Director,1,Married,8539,13292,1,Y,No,13,3,4,80,0,19,1,4,2,2,2,1
25,No,Travel_Rarely,314,Research & Development,22,3,Marketing,1,865,2,Male,41,3,4,Manager,2,Divorced,14864,13475,1,Y,No,14,4,3,80,1,15,2,1,6,6,6,6
45,No,Travel_Rarely,937,Research & Development,2,2,Medical,1,866,4,Female,66,2,2,Research Scientist,1,Divorced,4358,6696,1,Y,Yes,16,4,2,80,1,33,2,2,26,11,11,15
36,No,Travel_Rarely,285,Research & Development,4,3,Medical,1,867,2,Male,40,3,2,Healthcare Representative,3,Married,5784,20263,1,Y,No,21,3,4,80,2,18,1,2,5,5,5,5
51,No,Travel_Rarely,1271,Research & Development,26,3,Technical Degree,1,868,4,Male,86,4,4,Manager,3,Single,12190,2287,2,Y,Yes,14,3,2,80,2,5,5,3,1,1,1,0
34,Yes,Travel_Frequently,484,Sales,2,3,Medical,1,869,1,Female,84,3,2,Sales Executive,1,Married,4456,22486,2,Y,Yes,12,3,2,80,0,11,2,1,5,5,5,1
40,No,Travel_Rarely,473,Sales,2,3,Medical,1,870,3,Male,87,3,3,Sales Executive,3,Married,9820,7541,0,Y,No,13,3,3,80,0,21,3,3,10,7,10,7
37,No,Travel_Rarely,956,Research & Development,17,3,Medical,1,871,3,Male,67,3,2,Laboratory Technician,4,Married,4482,25590,1,Y,Yes,12,3,1,80,1,2,3,3,1,1,1,1
44,No,Travel_Rarely,1336,Research & Development,23,2,Medical,1,872,2,Female,38,1,5,Research Director,3,Divorced,16496,25938,4,Y,No,11,4,1,80,1,14,3,3,2,2,2,2
31,Yes,Travel_Rarely,393,Research & Development,10,2,Technical Degree,1,873,1,Female,47,3,3,Manufacturing Director,1,Single,6863,15887,0,Y,No,20,3,4,80,0,12,2,4,1,1,1,1
33,No,Travel_Frequently,1098,Research & Development,2,3,Marketing,1,874,3,Female,74,4,1,Research Scientist,4,Married,3454,22195,0,Y,No,16,3,2,80,3,20,3,4,10,10,5,10
45,No,Travel_Rarely,1160,Sales,26,3,Medical,1,875,3,Female,70,4,2,Sales Representative,4,Married,4046,7819,2,Y,Yes,19,3,4,80,0,17,2,4,6,6,5,6
39,Yes,Travel_Rarely,452,Research & Development,23,1,Life Sciences,1,876,3,Female,90,4,1,Laboratory Technician,4,Married,3477,18420,3,Y,Yes,15,3,4,80,2,25,5,2,13,3,5,2
27,No,Travel_Rarely,1179,Research & Development,20,2,Medical,1,877,3,Male,82,3,3,Healthcare Representative,4,Married,6402,24267,1,Y,No,16,3,2,80,1,27,1,3,17,2,11,1
55,No,Travel_Rarely,455,Research & Development,16,3,Medical,1,878,4,Male,36,2,3,Manufacturing Director,4,Married,6332,9219,0,Y,No,12,3,4,80,1,8,2,3,1,1,1,1
50,No,Travel_Rarely,221,Research & Development,8,4,Other,1,879,4,Female,51,4,3,Healthcare Representative,4,Married,6262,23211,4,Y,Yes,24,4,4,80,1,18,4,3,1,1,1,1
44,No,Travel_Rarely,1409,Research & Development,23,3,Life Sciences,1,880,4,Male,40,2,3,Manufacturing Director,3,Married,7026,21014,0,Y,No,21,3,3,80,1,7,2,3,7,3,5,7
30,No,Travel_Rarely,1195,Research & Development,20,3,Marketing,1,881,3,Female,69,2,3,Healthcare Representative,4,Married,7583,10468,7,Y,No,22,3,4,80,3,6,3,2,3,3,3,3
29,No,Travel_Rarely,445,Research & Development,10,3,Medical,1,882,4,Male,81,4,2,Healthcare Representative,3,Divorced,4084,18512,6,Y,No,16,3,1,80,1,11,1,3,2,1,2,2
39,No,Travel_Rarely,569,Research & Development,22,3,Human Resources,1,883,2,Female,80,3,2,Research Scientist,3,Single,4628,14298,0,Y,No,20,3,3,80,0,11,5,3,3,3,3,3
40,No,Travel_Rarely,735,Sales,21,4,Medical,1,884,3,Female,43,3,1,Sales Representative,2,Single,3193,21213,1,Y,No,12,3,3,80,2,17,2,3,4,0,0,4
45,No,Travel_Rarely,371,Sales,20,3,Life Sciences,1,885,4,Male,38,2,1,Sales Executive,3,Divorced,2306,24270,3,Y,Yes,11,3,4,80,1,18,2,3,15,11,8,15
48,No,Travel_Rarely,221,Human Resources,14,3,Life Sciences,1,886,3,Male,72,3,2,Human Resources,2,Divorced,5528,4873,3,Y,No,13,3,3,80,2,7,5,4,1,1,1,1
18,No,Travel_Rarely,1477,Sales,6,3,Medical,1,887,3,Female,55,1,3,Sales Executive,2,Single,8491,10426,2,Y,No,18,3,4,80,1,9,4,4,0,0,0,0
40,Yes,Travel_Frequently,757,Sales,2,3,Marketing,1,888,3,Male,84,4,3,Sales Executive,4,Single,6767,10861,0,Y,Yes,12,3,4,80,0,23,5,2,4,3,4,4
30,No,Travel_Frequently,567,Sales,21,4,Life Sciences,1,889,4,Male,81,3,5,Manager,4,Married,19831,22013,2,Y,No,11,3,3,80,0,14,3,3,0,0,0,0
35,No,Travel_Rarely,440,Research & Development,18,3,Life Sciences,1,890,1,Male,43,4,2,Research Scientist,4,Married,4744,19577,2,Y,Yes,21,3,4,80,3,18,2,2,6,6,6,6
35,No,Travel_Rarely,118,Research & Development,14,3,Medical,1,891,3,Male,69,3,5,Research Director,3,Single,19999,11817,4,Y,No,16,4,4,80,0,11,4,3,6,3,6,6
48,No,Travel_Rarely,319,Research & Development,24,3,Technical Degree,1,892,4,Female,88,3,2,Healthcare Representative,2,Married,3574,25882,1,Y,No,25,3,3,80,0,16,3,4,5,5,1,5
41,No,Non-Travel,1395,Research & Development,29,4,Life Sciences,1,893,4,Male,63,3,1,Laboratory Technician,4,Single,2297,12511,3,Y,No,11,3,1,80,0,18,0,3,1,1,1,1
26,No,Travel_Rarely,852,Sales,4,3,Life Sciences,1,894,3,Female,35,2,3,Sales Executive,4,Married,6689,3534,0,Y,Yes,24,3,4,80,1,14,5,2,6,6,0,6
57,No,Travel_Rarely,1429,Research & Development,16,4,Medical,1,895,2,Male,55,3,2,Research Scientist,2,Married,3743,24431,3,Y,No,21,3,4,80,0,18,4,3,1,1,1,0
39,No,Travel_Rarely,1265,Research & Development,4,4,Life Sciences,1,896,2,Female,68,3,2,Research Scientist,3,Single,5547,14167,1,Y,Yes,22,4,3,80,2,13,5,2,2,2,2,0
48,No,Non-Travel,504,Research & Development,2,4,Technical Degree,1,897,4,Female,85,3,2,Research Scientist,3,Single,4533,12815,0,Y,No,16,3,1,80,3,12,3,3,8,8,4,3
32,No,Travel_Frequently,1482,Human Resources,3,4,Technical Degree,1,898,4,Male,95,3,1,Human Resources,3,Married,3416,10883,2,Y,No,21,3,3,80,0,33,0,3,22,16,7,8
19,Yes,Travel_Rarely,1343,Research & Development,3,2,Life Sciences,1,899,3,Female,42,2,5,Research Director,2,Divorced,17231,8489,0,Y,Yes,21,3,4,80,1,17,4,3,12,2,12,3
26,No,Travel_Rarely,107,Research & Development,28,3,Marketing,1,900,4,Female,73,2,2,Research Scientist,3,Single,5219,10639,0,Y,Yes,24,3,3,80,1,10,3,3,8,8,8,8
47,No,Travel_Rarely,1306,Sales,14,1,Life Sciences,1,901,3,Male,62,2,2,Sales Executive,3,Married,4423,21784,1,Y,No,20,3,3,80,1,15,3,4,13,13,13,11
41,No,Travel_Rarely,1214,Sales,29,3,Life Sciences,1,902,2,Male,51,4,5,Manager,4,Single,19603,9775,4,Y,No,12,3,4,80,0,26,5,3,14,11,6,5
36,No,Non-Travel,203,Research & Development,14,5,Medical,1,903,1,Male,42,3,1,Laboratory Technician,3,Divorced,2675,7858,1,Y,No,18,3,3,80,1,20,5,2,4,4,0,2
29,No,Travel_Rarely,1034,Research & Development,5,3,Marketing,1,904,3,Female,94,3,2,Healthcare Representative,1,Single,3613,6967,1,Y,No,22,3,4,80,1,5,1,3,5,5,5,4
59,No,Travel_Rarely,617,Sales,21,4,Life Sciences,1,905,4,Male,47,3,5,Manager,3,Married,19256,23369,1,Y,No,17,3,4,80,0,10,3,2,7,7,2,7
18,No,Travel_Frequently,744,Research & Development,9,5,Medical,1,906,3,Male,35,4,2,Research Scientist,4,Married,3786,15087,2,Y,No,24,3,2,80,0,14,4,3,14,1,8,3
28,No,Travel_Rarely,344,Research & Development,27,3,Life Sciences,1,907,4,Male,39,3,1,Laboratory Technician,3,Single,3421,12334,3,Y,No,22,3,4,80,0,4,1,3,1,1,1,1
32,No,Travel_Frequently,899,Sales,16,3,Life Sciences,1,908,4,Male,40,3,2,Sales Executive,2,Married,5803,25982,4,Y,No,16,4,3,80,1,16,1,3,3,3,3,3
30,Yes,Travel_Rarely,348,Research & Development,12,3,Life Sciences,1,909,2,Female,96,1,1,Laboratory Technician,4,Single,3353,3702,6,Y,Yes,11,3,4,80,0,6,5,4,0,0,0,0
30,Yes,Travel_Frequently,655,Research & Development,2,4,Life Sciences,1,910,3,Female,53,3,2,Healthcare Representative,1,Married,5237,17727,2,Y,No,20,4,4,80,0,6,1,3,2,2,2,2
49,No,Travel_Rarely,196,Research & Development,14,3,Technical Degree,1,911,4,Male,96,3,3,Healthcare Representative,2,Single,6972,11028,1,Y,No,23,3,3,80,1,29,2,1,15,15,15,13
18,No,Travel_Rarely,1042,Sales,28,2,Medical,1,912,3,Male,32,3,3,Sales Executive,1,Divorced,6750,7977,3,Y,Yes,18,3,4,80,0,26,0,3,18,14,3,5
46,No,Travel_Rarely,1221,Research & Development,12,3,Marketing,1,913,3,Male,75,3,5,Research Director,4,Married,17587,14432,2,Y,Yes,13,3,4,80,1,17,4,2,4,4,4,4
32,No,Travel_Rarely,996,Sales,18,3,Life Sciences,1,914,2,Female,59,2,1,Sales Executive,4,Single,1931,5422,0,Y,No,13,3,3,80,0,6,5,3,4,4,4,4
19,No,Non-Travel,187,Sales,20,4,Life Sciences,1,915,4,Male,69,3,2,Sales Representative,4,Divorced,3881,6469,0,Y,No,22,3,4,80,2,27,5,2,14,3,10,14
35,Yes,Travel_Frequently,954,Research & Development,9,3,Medical,1,916,3,Female,91,3,1,Laboratory Technician,3,Married,3426,19103,1,Y,No,17,4,4,80,0,6,3,4,1,1,1,1
28,Yes,Travel_Rarely,598,Sales,9,3,Life Sciences,1,917,4,Female,92,3,1,Sales Representative,4,Married,2489,19702,0,Y,No,12,3,3,80,2,19,4,4,2,2,2,2
53,No,Travel_Rarely,1449,Research & Development,8,5,Medical,1,918,3,Male,53,3,3,Manufacturing Director,4,Divorced,6316,5175,1,Y,Yes,20,4,4,80,0,13,3,3,4,4,4,4
39,Yes,Travel_Rarely,870,Sales,4,3,Marketing,1,919,4,Male,67,3,2,Sales Representative,2,Married,4304,13175,3,Y,Yes,20,3,4,80,0,18,3,2,1,1,1,1
40,No,Travel_Rarely,850,Research & Development,15,2,Life Sciences,1,920,3,Female,46,3,4,Manufacturing Director,3,Single,10139,11680,1,Y,No,11,4,4,80,0,14,3,3,0,0,0,0
36,No,Travel_Rarely,405,Research & Development,6,2,Marketing,1,921,2,Male,30,3,4,Manufacturing Director,2,Divorced,12063,14560,1,Y,No,22,3,4,80,1,13,4,4,3,3,3,2
38,No,Travel_Frequently,1404,Research & Development,11,4,Life Sciences,1,922,3,Female,41,3,2,Manufacturing Director,4,Divorced,4739,10196,1,Y,No,16,3,3,80,0,8,4,2,8,8,6,8
36,No,Non-Travel,1326,Research & Development,17,3,Marketing,1,923,3,Female,61,4,3,Manufacturing Director,4,Married,9557,25933,0,Y,No,24,3,4,80,2,19,3,3,2,2,2,2
50,No,Travel_Rarely,175,Sales,28,3,Life Sciences,1,924,1,Female,94,4,3,Sales Executive,2,Married,7269,16821,4,Y,No,24,3,2,80,1,15,4,3,0,0,0,0
19,No,Travel_Rarely,1228,Research & Development,14,2,Life Sciences,1,925,2,Female,72,4,2,Research Scientist,4,Married,5617,7211,4,Y,No,16,3,2,80,0,36,4,4,22,14,14,5
48,No,Travel_Rarely,603,Research & Development,26,2,Medical,1,926,3,Female,37,4,4,Manager,3,Divorced,11065,5624,3,Y,No,12,3,3,80,0,18,2,4,18,13,8,0
36,Yes,Travel_Frequently,322,Research & Development,15,3,Medical,1,927,3,Female,32,3,1,Research Scientist,2,Single,3122,5403,0,Y,No,21,3,4,80,1,21,1,4,6,6,0,6
30,No,Travel_Rarely,1247,Research & Development,13,3,Marketing,1,928,3,Male,81,2,5,Manager,4,Married,17342,22772,0,Y,No,11,4,2,80,2,31,2,3,26,9,0,0
31,No,Travel_Frequently,237,Sales,29,3,Life Sciences,1,929,3,Female,85,2,3,Sales Executive,2,Married,9620,3316,0,Y,No,13,3,4,80,0,29,3,3,13,13,4,0
43,No,Travel_Rarely,1480,Human Resources,21,3,Human Resources,1,930,3,Male,56,4,5,Manager,4,Divorced,15940,17321,1,Y,Yes,23,3,4,80,1,7,4,4,0,0,0,0
32,No,Travel_Rarely,274,Sales,11,4,Marketing,1,931,1,Male,69,3,2,Sales Executive,4,Single,4776,16019,6,Y,No,23,3,2,80,0,20,1,2,7,2,6,3
52,No,Travel_Rarely,714,Sales,7,3,Life Sciences,1,932,4,Female,59,3,4,Manager,4,Single,13545,10220,3,Y,Yes,17,3,4,80,1,24,2,3,6,6,6,6
29,No,Non-Travel,977,Sales,4,3,Other,1,933,3,Male,71,3,3,Sales Executive,4,Single,7716,26587,4,Y,Yes,11,4,4,80,2,5,2,3,1,1,1,0
21,No,Travel_Frequently,1123,Research & Development,3,4,Life Sciences,1,934,3,Female,55,1,4,Research Director,4,Single,12420,5983,0,Y,No,18,3,4,80,1,32,3,3,13,13,2,13
25,Yes,Travel_Rarely,1075,Research & Development,13,4,Life Sciences,1,935,3,Female,74,3,1,Laboratory Technician,2,Divorced,3243,25607,1,Y,Yes,15,3,3,80,0,3,3,3,2,2,2,2
51,No,Travel_Rarely,832,Research & Development,21,3,Life Sciences,1,936,4,Female,32,2,5,Manager,4,Single,18177,8798,0,Y,Yes,11,3,3,80,0,18,2,2,3,0,0,2
30,No,Non-Travel,288,Research & Development,21,2,Medical,1,937,3,Female,72,3,3,Healthcare Representative,3,Divorced,6382,3603,6,Y,No,16,3,3,80,1,17,2,3,3,3,3,3
37,Yes,Non-Travel,758,Research & Development,28,3,Life Sciences,1,938,4,Male,32,2,1,Laboratory Technician,3,Single,1854,15187,2,Y,Yes,23,4,3,80,2,27,3,4,10,10,6,9
29,No,Travel_Rarely,1497,Research & Development,22,4,Technical Degree,1,939,4,Male,49,2,2,Healthcare Representative,4,Single,5613,16862,2,Y,Yes,13,3,2,80,1,15,3,3,0,0,0,0
41,No,Travel_Frequently,363,Sales,26,3,Medical,1,940,4,Female,73,3,2,Sales Executive,4,Married,5059,2584,0,Y,No,24,3,2,80,0,10,1,3,8,8,8,5
42,Yes,Travel_Rarely,404,Research & Development,22,2,Other,1,941,3,Female,39,3,1,Research Scientist,4,Divorced,2938,15961,5,Y,Yes,23,3,2,80,1,8,5,3,0,0,0,0
29,Yes,Travel_Frequently,1363,Research & Development,9,4,Technical Degree,1,942,2,Male,31,3,2,Healthcare Representative,4,Divorced,4354,16104,1,Y,Yes,25,3,2,80,0,7,4,4,1,1,1,1
20,No,Travel_Rarely,1123,Research & Development,27,3,Medical,1,943,4,Female,56,4,1,Research Scientist,3,Divorced,3040,11852,1,Y,No,21,4,4,80,0,16,5,4,11,6,11,11
33,No,Travel_Rarely,1235,Research & Development,16,1,Life Sciences,1,944,3,Male,94,2,5,Research Director,4,Single,19999,9718,5,Y,Yes,14,4,1,80,0,5,5,4,1,1,1,1
55,No,Travel_Rarely,172,Research & Development,12,3,Technical Degree,1,945,3,Female,55,2,2,Research Scientist,1,Single,5443,18046,6,Y,Yes,16,3,4,80,1,9,1,4,3,3,3,2
20,No,Travel_Rarely,784,Research & Development,3,2,Other,1,946,1,Male,98,1,3,Manager,1,Married,8858,17091,8,Y,No,16,3,4,80,0,17,5,2,1,1,1,1
45,No,Travel_Rarely,530,Sales,29,2,Technical Degree,1,947,1,Female,70,3,2,Sales Executive,4,Married,5367,18100,1,Y,No,19,3,3,80,1,19,1,1,7,1,1,4
28,No,Travel_Rarely,819,Research & Development,11,3,Marketing,1,948,4,Male,36,4,2,Research Scientist,4,Divorced,5434,15659,1,Y,No,14,4,4,80,2,13,4,4,0,0,0,0
43,No,Travel_Rarely,1471,Research & Development,13,2,Life Sciences,1,949,2,Male,37,3,2,Research Scientist,3,Single,4115,15986,2,Y,No,12,3,4,80,0,7,5,3,1,1,1,1
40,No,Travel_Rarely,508,Research & Development,14,4,Medical,1,950,3,Female,87,4,2,Research Scientist,1,Married,5068,11980,4,Y,No,23,4,2,80,1,28,3,4,20,17,5,14
42,No,Travel_Rarely,289,Research & Development,19,4,Human Resources,1,951,3,Female,74,4,2,Healthcare Representative,3,Divorced,4572,13866,0,Y,Yes,15,3,2,80,0,21,3,3,4,4,4,4
35,No,Travel_Rarely,669,Research & Development,13,3,Medical,1,952,4,Male,79,4,1,Laboratory Technician,2,Married,3084,14751,2,Y,No,11,3,4,80,2,15,3,4,7,7,7,6
47,No,Travel_Rarely,254,Sales,5,3,Life Sciences,1,953,3,Male,41,3,5,Manager,3,Divorced,15970,2471,3,Y,Yes,13,3,3,80,2,7,4,2,0,0,0,0
39,Yes,Travel_Rarely,1251,Sales,24,4,Medical,1,954,3,Female,53,1,3,Sales Executive,4,Single,6122,12010,2,Y,Yes,19,3,4,80,0,12,3,4,6,6,2,6
38,No,Travel_Frequently,874,Research & Development,24,4,Other,1,955,2,Male,60,2,5,Manager,3,Married,19999,12704,1,Y,No,25,3,2,80,0,38,1,3,19,17,2,9
34,No,Travel_Rarely,118,Research & Development,19,3,Life Sciences,1,956,3,Male,71,4,2,Research Scientist,3,Married,5504,3926,1,Y,No,14,4,3,80,0,24,3,2,6,5,6,5
29,No,Non-Travel,546,Human Resources,1,1,Marketing,1,957,2,Male,91,3,2,Human Resources,3,Married,4606,12725,0,Y,Yes,21,3,2,80,0,16,2,3,4,4,2,4
24,No,Travel_Frequently,1197,Research & Development,2,4,Technical Degree,1,958,4,Male,38,4,5,Research Director,1,Married,15497,18807,3,Y,No,18,3,3,80,1,1,5,4,0,0,0,0
30,No,Non-Travel,1088,Research & Development,27,2,Medical,1,959,4,Female,59,3,1,Research Scientist,3,Married,3373,22444,0,Y,No,24,3,4,80,1,8,2,4,2,2,0,2
37,No,Travel_Rarely,575,Sales,8,3,Life Sciences,1,960,4,Female,63,4,4,Sales Executive,4,Divorced,10865,25429,5,Y,Yes,19,3,4,80,2,15,2,2,2,2,2,2
41,No,Travel_Rarely,860,Research & Development,25,3,Other,1,961,1,Male,97,3,1,Laboratory Technician,4,Married,1181,23584,2,Y,No,18,3,2,80,1,15,4,2,2,2,2,2
36,No,Travel_Frequently,1315,Sales,13,3,Medical,1,962,4,Female,54,3,3,Sales Executive,4,Married,6777,8118,1,Y,No,25,3,2,80,0,12,3,2,2,2,2,2
41,No,Travel_Frequently,996,Research & Development,23,3,Marketing,1,963,3,Female,30,3,2,Laboratory Technician,4,Married,4328,5450,5,Y,No,11,3,4,80,1,22,1,4,5,5,5,5
37,No,Travel_Frequently,511,Research & Development,8,4,Marketing,1,964,1,Male,75,3,2,Research Scientist,3,Married,5629,3646,6,Y,No,21,3,3,80,1,13,3,4,1,1,1,1
32,No,Travel_Rarely,704,Research & Development,5,2,Medical,1,965,4,Male,59,1,2,Laboratory Technician,3,Married,4013,24882,5,Y,No,16,4,2,80,0,19,4,4,0,0,0,0
47,No,Travel_Frequently,230,Research & Development,15,4,Medical,1,966,4,Female,44,3,1,Laboratory Technician,3,Married,2036,3537,3,Y,No,18,3,3,80,0,2,2,4,1,1,1,1
24,No,Travel_Rarely,662,Research & Development,13,4,Life Sciences,1,967,2,Male,65,4,5,Manager,3,Single,18476,23401,5,Y,No,18,3,1,80,2,18,6,3,1,1,1,1
47,No,Travel_Rarely,1164,Research & Development,12,4,Other,1,968,4,Male,32,3,1,Healthcare Representative,4,Single,2779,9768,1,Y,Yes,25,3,2,80,3,34,1,3,17,16,5,4
40,No,Travel_Frequently,837,Research & Development,18,3,Medical,1,969,2,Female,49,2,1,Research Scientist,4,Married,2948,26134,2,Y,No,20,3,4,80,0,13,1,3,5,5,5,0
25,No,Travel_Frequently,872,Sales,11,3,Marketing,1,970,4,Male,57,3,1,Sales Representative,4,Married,2355,14615,0,Y,No,24,3,3,80,2,11,3,2,10,10,8,10
45,No,Travel_Rarely,375,Research & Development,23,3,Life Sciences,1,971,3,Female,56,2,4,Manager,3,Married,14028,14845,2,Y,No,22,3,4,80,3,15,3,2,4,4,4,4
26,No,Travel_Rarely,1386,Sales,17,3,Life Sciences,1,972,2,Male,51,4,3,Sales Executive,4,Married,8140,19100,0,Y,No,12,3,1,80,1,16,2,3,3,0,3,3
32,No,Travel_Rarely,922,Research & Development,22,3,Life Sciences,1,973,3,Male,93,4,2,Research Scientist,3,Married,4883,8593,5,Y,No,17,3,1,80,2,20,5,2,2,2,2,0
42,No,Travel_Rarely,1095,Research & Development,28,3,Life Sciences,1,974,4,Female,80,4,2,Research Scientist,3,Married,5307,12239,2,Y,No,23,3,4,80,0,4,1,2,4,4,4,4
45,No,Travel_Rarely,539,Human Resources,4,5,Life Sciences,1,975,4,Female,38,1,2,Human Resources,4,Divorced,4070,7546,1,Y,No,24,4,3,80,1,5,5,2,5,1,2,5
37,Yes,Travel_Frequently,568,Sales,13,3,Life Sciences,1,976,4,Male,92,4,1,Sales Representative,4,Married,2996,13564,5,Y,Yes,20,4,4,80,0,19,3,3,2,2,2,2
50,No,Travel_Rarely,1073,Research & Development,6,3,Life Sciences,1,977,4,Female,70,3,2,Laboratory Technician,3,Single,4387,5344,1,Y,No,11,3,3,80,1,17,2,4,6,4,6,6
49,Yes,Travel_Rarely,617,Sales,9,3,Medical,1,978,3,Female,43,2,3,Sales Executive,4,Single,6545,14224,1,Y,Yes,25,3,3,80,0,9,2,4,1,1,1,1
25,No,Travel_Frequently,621,Research & Development,1,4,Life Sciences,1,979,2,Male,47,3,1,Healthcare Representative,2,Married,2684,14065,4,Y,No,22,4,4,80,0,6,2,3,4,4,3,4
38,No,Travel_Rarely,1252,Research & Development,27,4,Medical,1,980,2,Female,85,3,3,Manufacturing Director,3,Married,9775,8627,1,Y,No,23,4,2,80,0,22,0,2,12,6,10,5
44,No,Travel_Rarely,404,Sales,5,4,Medical,1,981,2,Female,65,3,2,Sales Executive,4,Married,5363,7117,7,Y,No,18,3,3,80,0,4,4,4,4,4,4,4
32,No,Travel_Rarely,1060,Research & Development,27,3,Life Sciences,1,982,2,Female,40,4,2,Healthcare Representative,3,Single,4448,22624,3,Y,Yes,25,3,2,80,0,15,3,2,4,4,4,4
51,No,Travel_Rarely,714,Research & Development,4,4,Life Sciences,1,983,4,Male,77,2,3,Healthcare Representative,3,Married,6842,14358,1,Y,No,23,3,1,80,2,21,5,3,7,7,6,7
46,No,Travel_Rarely,392,Research & Development,17,3,Medical,1,984,4,Female,86,3,2,Healthcare Representative,1,Married,4630,8314,6,Y,No,13,3,4,80,1,19,3,3,11,0,1,0
38,No,Travel_Frequently,1432,Sales,28,2,Medical,1,985,3,Female,32,3,3,Sales Executive,3,Married,7338,8264,2,Y,No,11,4,3,80,1,10,4,3,9,9,9,9
49,Yes,Travel_Frequently,859,Research & Development,25,3,Life Sciences,1,986,3,Female,85,2,1,Laboratory Technician,3,Married,2901,15420,1,Y,No,20,3,4,80,3,15,3,1,6,6,6,4
40,No,Travel_Rarely,798,Research & Development,4,2,Medical,1,987,2,Female,55,3,3,Manufacturing Director,3,Single,6055,4935,0,Y,No,19,3,4,80,1,20,1,3,10,2,4,5
40,No,Travel_Rarely,1433,Research & Development,20,2,Medical,1,988,3,Female,59,3,2,Healthcare Representative,2,Single,5851,13949,1,Y,Yes,18,4,4,80,0,11,2,2,1,1,1,0
30,No,Travel_Frequently,1267,Research & Development,3,3,Technical Degree,1,989,4,Male,51,4,2,Research Scientist,1,Single,5001,2678,1,Y,No,12,3,3,80,0,6,2,3,6,2,6,6
